zipcode,state,total_population,total_properties,fema_properties_at_risk_2020_total,fema_properties_at_risk_2020_pct,fs_properties_at_risk_2020_total,fs_properties_at_risk_2020_pct,fs_properties_at_risk_2035_total,fs_properties_at_risk_2035_pct,fs_properties_at_risk_2050_total,fs_properties_at_risk_2050_pct,fs_fema_difference_2020_total,fs_fema_difference_2020_pct,gisjoin,year,name_e,white_pop,black_pop,white_pct,black_pct
29146,sc,1694,1616,46,2.8,54,3.3,56,3.5,59,3.7,8,17.4,G29146,2014-2018,ZCTA5 29146,621,1047,36.658795749704844,61.80637544273908
29377,sc,1402,499,2,0.4,10,2,10,2,10,2,8,400,G29377,2014-2018,ZCTA5 29377,1004,119,71.61198288159771,8.487874465049929
38924,ms,680,1054,304,28.8,312,29.6,314,29.8,316,30,8,2.6,G38924,2014-2018,ZCTA5 38924,179,501,26.323529411764707,73.67647058823529
75132,tx,1705,1310,13,1,21,1.6,21,1.6,21,1.6,8,61.5,G75132,2014-2018,ZCTA5 75132,1476,200,86.56891495601172,11.730205278592376
75856,tx,98,287,9,3.1,17,5.9,18,6.3,18,6.3,8,88.9,G75856,2014-2018,ZCTA5 75856,98,0,100,0
75934,tx,204,189,8,4.2,16,8.5,16,8.5,16,8.5,8,100,G75934,2014-2018,ZCTA5 75934,42,152,20.58823529411765,74.50980392156863
76061,tx,39,231,2,0.9,10,4.3,10,4.3,10,4.3,8,400,G76061,2014-2018,ZCTA5 76061,39,0,100,0
76631,tx,592,665,28,4.2,36,5.4,36,5.4,36,5.4,8,28.6,G76631,2014-2018,ZCTA5 76631,517,58,87.33108108108108,9.797297297297296
76865,tx,144,144,0,0,8,5.6,9,6.2,10,6.9,8,Inf,G76865,2014-2018,ZCTA5 76865,144,0,100,0
77960,tx,56,182,4,2.2,12,6.6,12,6.6,12,6.6,8,200,G77960,2014-2018,ZCTA5 77960,56,0,100,0
78065,tx,10735,6639,625,9.4,633,9.5,642,9.7,652,9.8,8,1.3,G78065,2014-2018,ZCTA5 78065,10266,23,95.63111318118304,0.21425244527247322
78234,tx,5430,346,3,0.9,11,3.2,11,3.2,11,3.2,8,266.7,G78234,2014-2018,ZCTA5 78234,3723,747,68.56353591160222,13.756906077348066
78338,tx,51,24,3,12.5,11,45.8,11,45.8,11,45.8,8,266.7,G78338,2014-2018,ZCTA5 78338,51,0,100,0
78949,tx,666,740,45,6.1,53,7.2,53,7.2,53,7.2,8,17.8,G78949,2014-2018,ZCTA5 78949,666,0,100,0
32831,fl,3280,36,1,2.8,9,25,10,27.8,11,30.6,8,800,G32831,2014-2018,ZCTA5 32831,2072,1148,63.170731707317074,35
34140,fl,437,267,252,94.4,260,97.4,260,97.4,261,97.8,8,3.2,G34140,2014-2018,ZCTA5 34140,437,0,100,0
30818,ga,622,409,2,0.5,10,2.4,10,2.4,10,2.4,8,400,G30818,2014-2018,ZCTA5 30818,452,145,72.66881028938907,23.311897106109324
31304,ga,0,108,18,16.7,26,24.1,32,29.6,38,35.2,8,44.4,G31304,2014-2018,ZCTA5 31304,0,0,NaN,NaN
31547,ga,1420,32,0,0,8,25,15,46.9,22,68.8,8,Inf,G31547,2014-2018,ZCTA5 31547,1274,104,89.71830985915493,7.323943661971831
31551,ga,963,698,15,2.1,23,3.3,24,3.4,25,3.6,8,53.3,G31551,2014-2018,ZCTA5 31551,721,113,74.87019730010384,11.73416407061267
39841,ga,705,777,39,5,47,6,51,6.6,55,7.1,8,20.5,G39841,2014-2018,ZCTA5 39841,346,359,49.07801418439716,50.92198581560284
23068,va,176,208,0,0,8,3.8,12,5.8,16,7.7,8,Inf,G23068,2014-2018,ZCTA5 23068,176,0,100,0
23161,va,158,232,3,1.3,11,4.7,11,4.7,11,4.7,8,266.7,G23161,2014-2018,ZCTA5 23161,93,65,58.860759493670884,41.139240506329116
23963,va,121,393,3,0.8,11,2.8,12,3.1,12,3.1,8,266.7,G23963,2014-2018,ZCTA5 23963,82,39,67.76859504132231,32.231404958677686
24058,va,135,274,43,15.7,51,18.6,51,18.6,51,18.6,8,18.6,G24058,2014-2018,ZCTA5 24058,135,0,100,0
24130,va,19,57,5,8.8,13,22.8,13,22.8,13,22.8,8,160,G24130,2014-2018,ZCTA5 24130,19,0,100,0
24412,va,25,99,0,0,8,8.1,8,8.1,9,9.1,8,Inf,G24412,2014-2018,ZCTA5 24412,25,0,100,0
24448,va,257,248,8,3.2,16,6.5,18,7.3,20,8.1,8,100,G24448,2014-2018,ZCTA5 24448,240,9,93.3852140077821,3.501945525291829
08064,nj,192,152,40,26.3,48,31.6,48,31.6,49,32.2,8,20,G08064,2014-2018,ZCTA5 08064,127,47,66.14583333333333,24.479166666666668
10535,ny,427,240,42,17.5,50,20.8,50,20.8,51,21.2,8,19,G10535,2014-2018,ZCTA5 10535,427,0,100,0
10914,ny,395,244,12,4.9,20,8.2,21,8.6,22,9,8,66.7,G10914,2014-2018,ZCTA5 10914,320,75,81.0126582278481,18.9873417721519
12156,ny,1151,468,33,7.1,41,8.8,42,9,44,9.4,8,24.2,G12156,2014-2018,ZCTA5 12156,1142,0,99.21807124239791,0
12486,ny,1558,658,22,3.3,30,4.6,31,4.7,32,4.9,8,36.4,G12486,2014-2018,ZCTA5 12486,1480,40,94.99358151476251,2.5673940949935816
13321,ny,917,337,22,6.5,30,8.9,32,9.5,34,10.1,8,36.4,G13321,2014-2018,ZCTA5 13321,871,0,94.98364231188658,0
13420,ny,933,3602,435,12.1,443,12.3,448,12.4,452,12.5,8,1.8,G13420,2014-2018,ZCTA5 13420,895,38,95.92711682743837,4.072883172561629
14168,ny,32,21,0,0,8,38.1,8,38.1,8,38.1,8,Inf,G14168,2014-2018,ZCTA5 14168,32,0,100,0
98583,wa,109,95,11,11.6,19,20,20,21.1,20,21.1,8,72.7,G98583,2014-2018,ZCTA5 98583,109,0,100,0
27985,nc,296,297,3,1,11,3.7,13,4.4,15,5.1,8,266.7,G27985,2014-2018,ZCTA5 27985,134,154,45.270270270270274,52.027027027027025
91101,ca,21394,1236,0,0,8,0.6,8,0.6,8,0.6,8,Inf,G91101,2014-2018,ZCTA5 91101,10791,1454,50.43937552584837,6.796298027484341
93235,ca,4198,1216,0,0,8,0.7,8,0.7,9,0.7,8,Inf,G93235,2014-2018,ZCTA5 93235,3009,0,71.67698904240115,0
94525,ca,3094,1439,14,1,22,1.5,22,1.5,22,1.5,8,57.1,G94525,2014-2018,ZCTA5 94525,2281,107,73.72333548804137,3.45830639948287
94929,ca,219,534,3,0.6,11,2.1,11,2.1,11,2.1,8,266.7,G94929,2014-2018,ZCTA5 94929,182,0,83.10502283105023,0
95113,ca,1939,262,0,0,8,3.1,8,3.1,8,3.1,8,Inf,G95113,2014-2018,ZCTA5 95113,1037,222,53.48117586384734,11.44920061887571
95233,ca,567,373,0,0,8,2.1,8,2.1,8,2.1,8,Inf,G95233,2014-2018,ZCTA5 95233,567,0,100,0
95974,ca,64,31,17,54.8,25,80.6,26,83.9,26,83.9,8,47.1,G95974,2014-2018,ZCTA5 95974,64,0,100,0
96121,ca,317,362,1,0.3,9,2.5,10,2.8,10,2.8,8,800,G96121,2014-2018,ZCTA5 96121,317,0,100,0
03584,nh,3686,239,25,10.5,33,13.8,34,14.2,36,15.1,8,32,G03584,2014-2018,ZCTA5 03584,3615,23,98.0737927292458,0.6239826370048833
20765,md,415,249,19,7.6,27,10.8,37,14.9,47,18.9,8,42.1,G20765,2014-2018,ZCTA5 20765,307,108,73.97590361445783,26.02409638554217
20776,md,3149,1325,46,3.5,54,4.1,58,4.4,63,4.8,8,17.4,G20776,2014-2018,ZCTA5 20776,2406,505,76.40520800254049,16.036837091140043
21056,md,146,241,13,5.4,21,8.7,24,10,27,11.2,8,61.5,G21056,2014-2018,ZCTA5 21056,146,0,100,0
21153,md,316,175,6,3.4,14,8,15,8.6,16,9.1,8,133.3,G21153,2014-2018,ZCTA5 21153,316,0,100,0
21767,md,1019,365,0,0,8,2.2,11,3,14,3.8,8,Inf,G21767,2014-2018,ZCTA5 21767,876,143,85.9666339548577,14.033366045142296
15696,pa,378,205,5,2.4,13,6.3,13,6.3,13,6.3,8,160,G15696,2014-2018,ZCTA5 15696,377,0,99.73544973544973,0
15770,pa,238,161,1,0.6,9,5.6,9,5.6,9,5.6,8,800,G15770,2014-2018,ZCTA5 15770,238,0,100,0
15776,pa,51,54,4,7.4,12,22.2,12,22.2,12,22.2,8,200,G15776,2014-2018,ZCTA5 15776,51,0,100,0
16260,pa,289,368,0,0,8,2.2,8,2.2,8,2.2,8,Inf,G16260,2014-2018,ZCTA5 16260,289,0,100,0
16427,pa,149,42,5,11.9,13,31,13,31,13,31,8,160,G16427,2014-2018,ZCTA5 16427,147,0,98.65771812080537,0
16645,pa,163,148,15,10.1,23,15.5,23,15.5,23,15.5,8,53.3,G16645,2014-2018,ZCTA5 16645,163,0,100,0
16680,pa,398,424,0,0,8,1.9,8,1.9,8,1.9,8,Inf,G16680,2014-2018,ZCTA5 16680,398,0,100,0
16826,pa,433,318,12,3.8,20,6.3,20,6.3,21,6.6,8,66.7,G16826,2014-2018,ZCTA5 16826,433,0,100,0
17005,pa,323,184,0,0,8,4.3,8,4.3,8,4.3,8,Inf,G17005,2014-2018,ZCTA5 17005,312,0,96.59442724458205,0
17016,pa,890,140,1,0.7,9,6.4,10,7.1,10,7.1,8,800,G17016,2014-2018,ZCTA5 17016,800,90,89.88764044943821,10.112359550561798
17750,pa,164,70,31,44.3,39,55.7,39,55.7,39,55.7,8,25.8,G17750,2014-2018,ZCTA5 17750,164,0,100,0
17829,pa,230,131,0,0,8,6.1,8,6.1,9,6.9,8,Inf,G17829,2014-2018,ZCTA5 17829,224,0,97.3913043478261,0
17983,pa,1482,765,8,1,16,2.1,16,2.1,16,2.1,8,100,G17983,2014-2018,ZCTA5 17983,1396,0,94.1970310391363,0
18056,pa,669,160,9,5.6,17,10.6,17,10.6,17,10.6,8,88.9,G18056,2014-2018,ZCTA5 18056,654,15,97.75784753363229,2.242152466367713
18083,pa,447,235,13,5.5,21,8.9,21,8.9,21,8.9,8,61.5,G18083,2014-2018,ZCTA5 18083,437,0,97.76286353467562,0
18632,pa,524,334,11,3.3,19,5.7,19,5.7,19,5.7,8,72.7,G18632,2014-2018,ZCTA5 18632,524,0,100,0
19456,pa,630,441,10,2.3,18,4.1,20,4.5,21,4.8,8,80,G19456,2014-2018,ZCTA5 19456,531,84,84.28571428571429,13.333333333333334
19523,pa,463,98,9,9.2,17,17.3,18,18.4,19,19.4,8,88.9,G19523,2014-2018,ZCTA5 19523,463,0,100,0
03451,vt,3966,35,21,60,29,82.9,29,82.9,29,82.9,8,38.1,G03451,2014-2018,ZCTA5 03451,3915,29,98.71406959152799,0.7312153303076148
03755,vt,10885,59,35,59.3,43,72.9,43,72.9,43,72.9,8,22.9,G03755,2014-2018,ZCTA5 03755,8695,384,79.88056959118052,3.52779053743684
05358,vt,180,125,0,0,8,6.4,8,6.4,8,6.4,8,Inf,G05358,2014-2018,ZCTA5 05358,180,0,100,0
40808,ky,87,25,0,0,7,28,7,28,7,28,7,Inf,G40808,2014-2018,ZCTA5 40808,50,0,57.47126436781609,0
40845,ky,547,33,11,33.3,18,54.5,18,54.5,18,54.5,7,63.6,G40845,2014-2018,ZCTA5 40845,547,0,100,0
40972,ky,1051,32,1,3.1,8,25,8,25,8,25,7,700,G40972,2014-2018,ZCTA5 40972,1039,7,98.8582302568982,0.6660323501427212
42202,ky,2295,1617,108,6.7,115,7.1,119,7.4,123,7.6,7,6.5,G42202,2014-2018,ZCTA5 42202,1885,192,82.13507625272331,8.366013071895425
42458,ky,1119,649,91,14,98,15.1,98,15.1,98,15.1,7,7.7,G42458,2014-2018,ZCTA5 42458,1082,0,96.6934763181412,0
38259,tn,632,615,45,7.3,52,8.5,52,8.5,52,8.5,7,15.6,G38259,2014-2018,ZCTA5 38259,600,13,94.9367088607595,2.0569620253164556
38347,tn,510,174,0,0,7,4,7,4,7,4,7,Inf,G38347,2014-2018,ZCTA5 38347,510,0,100,0
25239,wv,2226,81,3,3.7,10,12.3,10,12.3,10,12.3,7,233.3,G25239,2014-2018,ZCTA5 25239,2214,0,99.46091644204851,0
25248,wv,2956,32,0,0,7,21.9,7,21.9,7,21.9,7,Inf,G25248,2014-2018,ZCTA5 25248,2728,0,92.28687415426252,0
26074,wv,1242,121,0,0,7,5.8,7,5.8,7,5.8,7,Inf,G26074,2014-2018,ZCTA5 26074,1164,36,93.71980676328502,2.898550724637681
26366,wv,33,374,1,0.3,8,2.1,8,2.1,8,2.1,7,700,G26366,2014-2018,ZCTA5 26366,33,0,100,0
49654,mi,519,1215,35,2.9,42,3.5,44,3.6,45,3.7,7,20,G49654,2014-2018,ZCTA5 49654,506,9,97.495183044316,1.7341040462427746
49712,mi,8043,7237,413,5.7,420,5.8,422,5.8,424,5.9,7,1.7,G49712,2014-2018,ZCTA5 49712,7648,53,95.08889717767002,0.6589581002113639
49826,mi,186,181,0,0,7,3.9,7,3.9,7,3.9,7,Inf,G49826,2014-2018,ZCTA5 49826,174,0,93.54838709677419,0
54554,mi,960,37,0,0,7,18.9,7,18.9,7,18.9,7,Inf,G54554,2014-2018,ZCTA5 54554,887,10,92.39583333333333,1.0416666666666667
80136,co,5026,3012,175,5.8,182,6,182,6,181,6,7,4,G80136,2014-2018,ZCTA5 80136,4570,18,90.92717867091126,0.3581376840429765
80832,co,750,751,68,9.1,75,10,74,9.9,74,9.9,7,10.3,G80832,2014-2018,ZCTA5 80832,691,15,92.13333333333334,2
81136,co,197,400,0,0,7,1.8,7,1.8,7,1.8,7,Inf,G81136,2014-2018,ZCTA5 81136,197,0,100,0
81335,co,24,138,0,0,7,5.1,7,5.1,7,5.1,7,Inf,G81335,2014-2018,ZCTA5 81335,24,0,100,0
81633,co,0,80,0,0,7,8.8,7,8.8,7,8.8,7,Inf,G81633,2014-2018,ZCTA5 81633,0,0,NaN,NaN
46704,in,38,37,0,0,7,18.9,7,18.9,7,18.9,7,Inf,G46704,2014-2018,ZCTA5 46704,38,0,100,0
47420,in,446,198,22,11.1,29,14.6,29,14.6,29,14.6,7,31.8,G47420,2014-2018,ZCTA5 47420,446,0,100,0
47437,in,148,85,0,0,7,8.2,7,8.2,7,8.2,7,Inf,G47437,2014-2018,ZCTA5 47437,148,0,100,0
47588,in,556,541,85,15.7,92,17,92,17,93,17.2,7,8.2,G47588,2014-2018,ZCTA5 47588,541,0,97.3021582733813,0
47982,in,195,136,0,0,7,5.1,8,5.9,8,5.9,7,Inf,G47982,2014-2018,ZCTA5 47982,192,0,98.46153846153847,0
55725,mn,121,1210,112,9.3,119,9.8,120,9.9,120,9.9,7,6.2,G55725,2014-2018,ZCTA5 55725,121,0,100,0
56591,mn,190,101,0,0,7,6.9,7,6.9,7,6.9,7,Inf,G56591,2014-2018,ZCTA5 56591,8,0,4.2105263157894735,0
61319,il,1434,1259,133,10.6,140,11.1,144,11.4,147,11.7,7,5.3,G61319,2014-2018,ZCTA5 61319,1407,0,98.11715481171548,0
61363,il,266,231,2,0.9,9,3.9,9,3.9,9,3.9,7,350,G61363,2014-2018,ZCTA5 61363,251,0,94.3609022556391,0
61426,il,109,96,0,0,7,7.3,7,7.3,7,7.3,7,Inf,G61426,2014-2018,ZCTA5 61426,109,0,100,0
61435,il,29,108,9,8.3,16,14.8,16,14.8,16,14.8,7,77.8,G61435,2014-2018,ZCTA5 61435,29,0,100,0
62477,il,781,1224,243,19.9,250,20.4,251,20.5,252,20.6,7,2.9,G62477,2014-2018,ZCTA5 62477,781,0,100,0
71662,ar,202,48,2,4.2,9,18.8,9,18.8,9,18.8,7,350,G71662,2014-2018,ZCTA5 71662,78,124,38.613861386138616,61.386138613861384
71722,ar,66,110,8,7.3,15,13.6,15,13.6,15,13.6,7,87.5,G71722,2014-2018,ZCTA5 71722,40,26,60.60606060606061,39.39393939393939
72464,ar,31,53,2,3.8,9,17,10,18.9,10,18.9,7,350,G72464,2014-2018,ZCTA5 72464,31,0,100,0
72572,ar,119,112,38,33.9,45,40.2,45,40.2,45,40.2,7,18.4,G72572,2014-2018,ZCTA5 72572,119,0,100,0
72679,ar,31,116,0,0,7,6,7,6,7,6,7,Inf,G72679,2014-2018,ZCTA5 72679,31,0,100,0
72826,ar,46,71,3,4.2,10,14.1,10,14.1,10,14.1,7,233.3,G72826,2014-2018,ZCTA5 72826,38,0,82.6086956521739,0
63079,mo,24,39,0,0,7,17.9,7,17.9,7,17.9,7,Inf,G63079,2014-2018,ZCTA5 63079,24,0,100,0
63567,mo,250,126,7,5.6,14,11.1,14,11.1,14,11.1,7,100,G63567,2014-2018,ZCTA5 63567,250,0,100,0
63675,mo,194,175,34,19.4,41,23.4,41,23.4,41,23.4,7,20.6,G63675,2014-2018,ZCTA5 63675,194,0,100,0
63758,mo,165,116,0,0,7,6,7,6,7,6,7,Inf,G63758,2014-2018,ZCTA5 63758,163,2,98.78787878787878,1.2121212121212122
64001,mo,619,591,18,3,25,4.2,25,4.2,25,4.2,7,38.9,G64001,2014-2018,ZCTA5 64001,597,17,96.4458804523425,2.7463651050080777
64164,mo,213,276,9,3.3,16,5.8,16,5.8,16,5.8,7,77.8,G64164,2014-2018,ZCTA5 64164,213,0,100,0
64493,mo,558,391,7,1.8,14,3.6,14,3.6,14,3.6,7,100,G64493,2014-2018,ZCTA5 64493,537,2,96.23655913978494,0.35842293906810035
64725,mo,2594,1505,180,12,187,12.4,187,12.4,187,12.4,7,3.9,G64725,2014-2018,ZCTA5 64725,2394,65,92.289899768697,2.5057825751734772
65280,mo,292,226,3,1.3,10,4.4,10,4.4,10,4.4,7,233.3,G65280,2014-2018,ZCTA5 65280,292,0,100,0
65557,mo,114,113,0,0,7,6.2,7,6.2,7,6.2,7,Inf,G65557,2014-2018,ZCTA5 65557,114,0,100,0
65603,mo,172,180,3,1.7,10,5.6,10,5.6,10,5.6,7,233.3,G65603,2014-2018,ZCTA5 65603,167,0,97.09302325581395,0
50067,ia,247,915,221,24.2,228,24.9,228,24.9,228,24.9,7,3.2,G50067,2014-2018,ZCTA5 50067,228,0,92.3076923076923,0
50243,ia,185,141,5,3.5,12,8.5,12,8.5,12,8.5,7,140,G50243,2014-2018,ZCTA5 50243,185,0,100,0
51242,ia,217,164,7,4.3,14,8.5,14,8.5,14,8.5,7,100,G51242,2014-2018,ZCTA5 51242,210,0,96.7741935483871,0
52164,ia,346,318,26,8.2,33,10.4,34,10.7,35,11,7,26.9,G52164,2014-2018,ZCTA5 52164,342,0,98.84393063583815,0
52351,ia,1455,133,8,6,15,11.3,15,11.3,15,11.3,7,87.5,G52351,2014-2018,ZCTA5 52351,1360,22,93.47079037800687,1.5120274914089347
84056,ut,3336,363,0,0,7,1.9,8,2.2,9,2.5,7,Inf,G84056,2014-2018,ZCTA5 84056,2602,252,77.99760191846522,7.553956834532374
73050,ok,958,499,11,2.2,18,3.6,18,3.6,18,3.6,7,63.6,G73050,2014-2018,ZCTA5 73050,192,708,20.041753653444676,73.90396659707724
73437,ok,105,181,17,9.4,24,13.3,24,13.3,24,13.3,7,41.2,G73437,2014-2018,ZCTA5 73437,86,0,81.9047619047619,0
73481,ok,1010,1203,84,7,91,7.6,91,7.6,91,7.6,7,8.3,G73481,2014-2018,ZCTA5 73481,811,37,80.29702970297029,3.6633663366336635
73503,ok,10882,152,13,8.6,20,13.2,20,13.2,20,13.2,7,53.8,G73503,2014-2018,ZCTA5 73503,7452,1711,68.48005881271826,15.723212644734424
73743,ok,119,182,2,1.1,9,4.9,9,4.9,9,4.9,7,350,G73743,2014-2018,ZCTA5 73743,117,0,98.31932773109244,0
74761,ok,72,71,0,0,7,9.9,7,9.9,7,9.9,7,Inf,G74761,2014-2018,ZCTA5 74761,66,0,91.66666666666667,0
74842,ok,128,125,6,4.8,13,10.4,13,10.4,13,10.4,7,116.7,G74842,2014-2018,ZCTA5 74842,57,0,44.53125,0
68325,ne,195,315,11,3.5,18,5.7,18,5.7,18,5.7,7,63.6,G68325,2014-2018,ZCTA5 68325,195,0,100,0
68337,ne,280,750,83,11.1,90,12,90,12,91,12.1,7,8.4,G68337,2014-2018,ZCTA5 68337,280,0,100,0
68532,ne,471,300,8,2.7,15,5,15,5,15,5,7,87.5,G68532,2014-2018,ZCTA5 68532,441,0,93.63057324840764,0
68644,ne,578,990,102,10.3,109,11,109,11,109,11,7,6.9,G68644,2014-2018,ZCTA5 68644,545,10,94.29065743944636,1.7301038062283738
68938,ne,503,843,76,9,83,9.8,82,9.7,82,9.7,7,9.2,G68938,2014-2018,ZCTA5 68938,482,0,95.82504970178927,0
57067,sd,459,776,74,9.5,81,10.4,81,10.4,81,10.4,7,9.5,G57067,2014-2018,ZCTA5 57067,438,0,95.42483660130719,0
57256,sd,102,133,13,9.8,20,15,20,15,20,15,7,53.8,G57256,2014-2018,ZCTA5 57256,97,0,95.09803921568627,0
57314,sd,787,2052,200,9.7,207,10.1,206,10,205,10,7,3.5,G57314,2014-2018,ZCTA5 57314,774,0,98.34815756035579,0
57429,sd,82,228,6,2.6,13,5.7,13,5.7,13,5.7,7,116.7,G57429,2014-2018,ZCTA5 57429,82,0,100,0
58362,nd,18,266,4,1.5,11,4.1,11,4.1,11,4.1,7,175,G58362,2014-2018,ZCTA5 58362,18,0,100,0
87052,nm,3118,38,1,2.6,8,21.1,8,21.1,8,21.1,7,700,G87052,2014-2018,ZCTA5 87052,25,4,0.8017960230917255,0.12828736369467608
88120,nm,221,422,2,0.5,9,2.1,8,1.9,8,1.9,7,350,G88120,2014-2018,ZCTA5 88120,200,0,90.49773755656109,0
88314,nm,56,276,94,34.1,101,36.6,101,36.6,101,36.6,7,7.4,G88314,2014-2018,ZCTA5 88314,56,0,100,0
88414,nm,41,48,0,0,7,14.6,7,14.6,7,14.6,7,Inf,G88414,2014-2018,ZCTA5 88414,39,0,95.1219512195122,0
82063,wy,214,151,33,21.9,40,26.5,40,26.5,41,27.2,7,21.2,G82063,2014-2018,ZCTA5 82063,214,0,100,0
82084,wy,7,115,2,1.7,9,7.8,9,7.8,9,7.8,7,350,G82084,2014-2018,ZCTA5 82084,7,0,100,0
82845,wy,29,67,0,0,7,10.4,8,11.9,8,11.9,7,Inf,G82845,2014-2018,ZCTA5 82845,29,0,100,0
43101,oh,285,255,0,0,7,2.7,7,2.7,7,2.7,7,Inf,G43101,2014-2018,ZCTA5 43101,282,0,98.94736842105263,0
43547,oh,179,258,9,3.5,16,6.2,18,7,21,8.1,7,77.8,G43547,2014-2018,ZCTA5 43547,179,0,100,0
44080,oh,92,183,0,0,7,3.8,7,3.8,7,3.8,7,Inf,G44080,2014-2018,ZCTA5 44080,92,0,100,0
45845,oh,2871,2359,202,8.6,209,8.9,210,8.9,212,9,7,3.5,G45845,2014-2018,ZCTA5 45845,2864,0,99.7561825148032,0
53508,wi,5729,3841,301,7.8,308,8,316,8.2,325,8.5,7,2.3,G53508,2014-2018,ZCTA5 53508,5507,27,96.12497818118345,0.47128643742363413
54214,wi,220,97,0,0,7,7.2,7,7.2,7,7.2,7,Inf,G54214,2014-2018,ZCTA5 54214,220,0,100,0
54232,wi,803,382,0,0,7,1.8,7,1.8,7,1.8,7,Inf,G54232,2014-2018,ZCTA5 54232,787,0,98.00747198007473,0
54420,wi,1251,1361,50,3.7,57,4.2,57,4.2,57,4.2,7,14,G54420,2014-2018,ZCTA5 54420,1203,8,96.1630695443645,0.6394884092725819
54845,wi,119,197,1,0.5,8,4.1,9,4.6,10,5.1,7,700,G54845,2014-2018,ZCTA5 54845,64,0,53.78151260504202,0
66419,ks,370,346,18,5.2,25,7.2,25,7.2,25,7.2,7,38.9,G66419,2014-2018,ZCTA5 66419,356,0,96.21621621621621,0
66714,ks,251,339,36,10.6,43,12.7,43,12.7,43,12.7,7,19.4,G66714,2014-2018,ZCTA5 66714,234,0,93.22709163346613,0
67232,ks,664,322,2,0.6,9,2.8,9,2.8,9,2.8,7,350,G67232,2014-2018,ZCTA5 67232,664,0,100,0
83223,id,98,158,0,0,7,4.4,7,4.4,7,4.4,7,Inf,G83223,2014-2018,ZCTA5 83223,97,0,98.9795918367347,0
83277,id,221,175,3,1.7,10,5.7,10,5.7,10,5.7,7,233.3,G83277,2014-2018,ZCTA5 83277,211,0,95.47511312217195,0
19317,de,9910,89,1,1.1,8,9,8,9,9,10.1,7,700,G19317,2014-2018,ZCTA5 19317,7914,382,79.85872855701312,3.854692230070636
04265,me,1022,696,62,8.9,69,9.9,72,10.3,74,10.6,7,11.3,G04265,2014-2018,ZCTA5 04265,999,0,97.74951076320939,0
04957,me,4164,72,5,6.9,12,16.7,12,16.7,12,16.7,7,140,G04957,2014-2018,ZCTA5 04957,4082,52,98.03073967339097,1.2487992315081653
03874,ma,8868,282,4,1.4,11,3.9,11,3.9,11,3.9,7,175,G03874,2014-2018,ZCTA5 03874,8613,77,97.12449255751015,0.8682904826341904
29079,sc,10,52,0,0,7,13.5,7,13.5,7,13.5,7,Inf,G29079,2014-2018,ZCTA5 29079,0,10,0,100
29175,sc,546,289,1,0.3,8,2.8,8,2.8,8,2.8,7,700,G29175,2014-2018,ZCTA5 29175,471,75,86.26373626373626,13.736263736263735
29329,sc,247,177,2,1.1,9,5.1,10,5.6,10,5.6,7,350,G29329,2014-2018,ZCTA5 29329,247,0,100,0
29426,sc,1888,1142,177,15.5,184,16.1,226,19.8,267,23.4,7,4,G29426,2014-2018,ZCTA5 29426,787,1101,41.684322033898304,58.315677966101696
29469,sc,880,585,6,1,13,2.2,14,2.4,14,2.4,7,116.7,G29469,2014-2018,ZCTA5 29469,814,45,92.5,5.113636363636363
39174,ms,821,199,2,1,9,4.5,9,4.5,9,4.5,7,350,G39174,2014-2018,ZCTA5 39174,4,817,0.48721071863581,99.51278928136419
35135,al,2128,1022,157,15.4,164,16,221,21.6,278,27.2,7,4.5,G35135,2014-2018,ZCTA5 35135,1636,252,76.8796992481203,11.842105263157896
36009,al,2278,3001,240,8,247,8.2,249,8.3,251,8.4,7,2.9,G36009,2014-2018,ZCTA5 36009,1602,616,70.32484635645302,27.04126426690079
36093,al,11147,6441,395,6.1,402,6.2,414,6.4,426,6.6,7,1.8,G36093,2014-2018,ZCTA5 36093,9279,1482,83.24212792679644,13.295056965999821
36446,al,472,395,54,13.7,61,15.4,62,15.7,64,16.2,7,13,G36446,2014-2018,ZCTA5 36446,230,242,48.728813559322035,51.271186440677965
36615,al,0,83,11,13.3,18,21.7,18,21.7,18,21.7,7,63.6,G36615,2014-2018,ZCTA5 36615,0,0,NaN,NaN
70463,la,172,36,0,0,7,19.4,7,19.4,7,19.4,7,Inf,G70463,2014-2018,ZCTA5 70463,148,24,86.04651162790698,13.953488372093023
71354,la,1679,944,107,11.3,114,12.1,115,12.2,116,12.3,7,6.5,G71354,2014-2018,ZCTA5 71354,1671,8,99.52352590827874,0.47647409172126265
76519,tx,401,799,48,6,55,6.9,56,7,56,7,7,14.6,G76519,2014-2018,ZCTA5 76519,293,0,73.06733167082294,0
76958,tx,146,466,31,6.7,38,8.2,38,8.2,38,8.2,7,22.6,G76958,2014-2018,ZCTA5 76958,134,0,91.78082191780823,0
77334,tx,313,214,3,1.4,10,4.7,10,4.7,10,4.7,7,233.3,G77334,2014-2018,ZCTA5 77334,92,221,29.39297124600639,70.6070287539936
77837,tx,1869,1841,169,9.2,176,9.6,178,9.7,180,9.8,7,4.1,G77837,2014-2018,ZCTA5 77837,1009,691,53.98608881754949,36.97164258962012
78236,tx,6882,354,3,0.8,10,2.8,10,2.8,10,2.8,7,233.3,G78236,2014-2018,ZCTA5 78236,4140,1287,60.15693112467306,18.700959023539667
78391,tx,244,202,0,0,7,3.5,8,4,9,4.5,7,Inf,G78391,2014-2018,ZCTA5 78391,244,0,100,0
