year,state,state_po,county,FIPS,office,candidate,party,candidatevotes,totalvotes,version,
2016,Missouri,MO,Pike,29163,President,Donald Trump,republican,5274,7382,20191203,
2016,Missouri,MO,Platte,29165,President,Donald Trump,republican,25933,48885,20191203,
2016,Missouri,MO,Polk,29167,President,Donald Trump,republican,10438,13763,20191203,
2016,Missouri,MO,Pulaski,29169,President,Donald Trump,republican,9876,13488,20191203,
2016,Missouri,MO,Putnam,29171,President,Donald Trump,republican,1936,2346,20191203,
2016,Missouri,MO,Ralls,29173,President,Donald Trump,republican,3969,5266,20191203,
2016,Missouri,MO,Randolph,29175,President,Donald Trump,republican,7529,10309,20191203,
2016,Missouri,MO,Ray,29177,President,Donald Trump,republican,7104,10869,20191203,
2016,Missouri,MO,Reynolds,29179,President,Donald Trump,republican,2406,3038,20191203,
2016,Missouri,MO,Ripley,29181,President,Donald Trump,republican,4522,5524,20191203,
2016,Missouri,MO,Saline,29195,President,Donald Trump,republican,5977,9274,20191203,
2016,Missouri,MO,Schuyler,29197,President,Donald Trump,republican,1505,1936,20191203,
2016,Missouri,MO,Scotland,29199,President,Donald Trump,republican,1525,1968,20191203,
2016,Missouri,MO,Scott,29201,President,Donald Trump,republican,13168,17256,20191203,
2016,Missouri,MO,Shannon,29203,President,Donald Trump,republican,2966,3904,20191203,
2016,Missouri,MO,Shelby,29205,President,Donald Trump,republican,2524,3255,20191203,
2016,Missouri,MO,St. Charles,29183,President,Donald Trump,republican,121650,201005,20191203,
2016,Missouri,MO,St. Clair,29185,President,Donald Trump,republican,3501,4630,20191203,
2016,Missouri,MO,St. Francois,29187,President,Donald Trump,republican,17468,24728,20191203,
2016,Missouri,MO,St. Louis City,29510,President,Hillary Clinton,democrat,104235,131191,20191203,
2016,Missouri,MO,St. Louis County,29189,President,Hillary Clinton,democrat,286704,514858,20191203,
2016,Missouri,MO,Ste. Genevieve,29186,President,Donald Trump,republican,5496,8469,20191203,
2016,Missouri,MO,Stoddard,29207,President,Donald Trump,republican,11079,13291,20191203,
2016,Missouri,MO,Stone,29209,President,Donald Trump,republican,13158,16567,20191203,
2016,Missouri,MO,Sullivan,29211,President,Donald Trump,republican,1884,2486,20191203,
2016,Missouri,MO,Taney,29213,President,Donald Trump,republican,18276,23515,20191203,
2016,Missouri,MO,Texas,29215,President,Donald Trump,republican,8875,10956,20191203,
2016,Missouri,MO,Vernon,29217,President,Donald Trump,republican,6533,8599,20191203,
2016,Missouri,MO,Warren,29219,President,Donald Trump,republican,11111,15784,20191203,
2016,Missouri,MO,Washington,29221,President,Donald Trump,republican,7048,9282,20191203,
2016,Missouri,MO,Wayne,29223,President,Donald Trump,republican,4658,5655,20191203,
2016,Missouri,MO,Webster,29225,President,Donald Trump,republican,12840,16743,20191203,
2016,Missouri,MO,Worth,29227,President,Donald Trump,republican,808,1046,20191203,
2016,Missouri,MO,Wright,29229,President,Donald Trump,republican,6707,8119,20191203,
2016,Montana,MT,Beaverhead,30001,President,Donald Trump,republican,3353,4849,20191203,
2016,Montana,MT,Big Horn,30003,President,Hillary Clinton,democrat,2094,4237,20191203,
2016,Montana,MT,Blaine,30005,President,Donald Trump,republican,1268,2684,20191203,
2016,Montana,MT,Broadwater,30007,President,Donald Trump,republican,2348,3133,20191203,
2016,Montana,MT,Carbon,30009,President,Donald Trump,republican,3748,5991,20191203,
2016,Montana,MT,Carter,30011,President,Donald Trump,republican,678,786,20191203,
2016,Montana,MT,Cascade,30013,President,Donald Trump,republican,19632,34571,20191203,
2016,Montana,MT,Chouteau,30015,President,Donald Trump,republican,1679,2603,20191203,
2016,Montana,MT,Custer,30017,President,Donald Trump,republican,3657,5185,20191203,
2016,Montana,MT,Daniels,30019,President,Donald Trump,republican,730,962,20191203,
2016,Montana,MT,Dawson,30021,President,Donald Trump,republican,3320,4374,20191203,
2016,Montana,MT,Deer Lodge,30023,President,Hillary Clinton,democrat,2058,4206,20191203,
2016,Montana,MT,Fallon,30025,President,Donald Trump,republican,1279,1484,20191203,
2016,Montana,MT,Fergus,30027,President,Donald Trump,republican,4269,5840,20191203,
2016,Montana,MT,Flathead,30029,President,Donald Trump,republican,30240,46571,20191203,
2016,Montana,MT,Gallatin,30031,President,Hillary Clinton,democrat,24246,53819,20191203,
2016,Montana,MT,Garfield,30033,President,Donald Trump,republican,653,718,20191203,
2016,Montana,MT,Glacier,30035,President,Hillary Clinton,democrat,3121,5075,20191203,
2016,Montana,MT,Golden Valley,30037,President,Donald Trump,republican,365,474,20191203,
2016,Montana,MT,Granite,30039,President,Donald Trump,republican,1192,1777,20191203,
2016,Montana,MT,Hill,30041,President,Donald Trump,republican,3478,6445,20191203,
2016,Montana,MT,Jefferson,30043,President,Donald Trump,republican,4177,6714,20191203,
2016,Montana,MT,Judith Basin,30045,President,Donald Trump,republican,872,1208,20191203,
2016,Montana,MT,Lake,30047,President,Donald Trump,republican,7530,13181,20191203,
2016,Montana,MT,Lewis and Clark,30049,President,Donald Trump,republican,16895,34478,20191203,
2016,Montana,MT,Liberty,30051,President,Donald Trump,republican,698,961,20191203,
2016,Montana,MT,Lincoln,30053,President,Donald Trump,republican,6729,9330,20191203,
2016,Montana,MT,Madison,30057,President,Donald Trump,republican,3297,4778,20191203,
2016,Montana,MT,McCone,30055,President,Donald Trump,republican,862,1060,20191203,
2016,Montana,MT,Meagher,30059,President,Donald Trump,republican,729,977,20191203,
2016,Montana,MT,Mineral,30061,President,Donald Trump,republican,1330,2012,20191203,
2016,Montana,MT,Missoula,30063,President,Hillary Clinton,democrat,31543,59203,20191203,
2016,Montana,MT,Musselshell,30065,President,Donald Trump,republican,1967,2441,20191203,
2016,Montana,MT,Park,30067,President,Donald Trump,republican,4980,9359,20191203,
2016,Montana,MT,Petroleum,30069,President,Donald Trump,republican,278,322,20191203,
2016,Montana,MT,Phillips,30071,President,Donald Trump,republican,1723,2171,20191203,
2016,Montana,MT,Pondera,30073,President,Donald Trump,republican,1799,2723,20191203,
2016,Montana,MT,Powder River,30075,President,Donald Trump,republican,884,1053,20191203,
2016,Montana,MT,Powell,30077,President,Donald Trump,republican,2029,2794,20191203,
2016,Montana,MT,Prairie,30079,President,Donald Trump,republican,556,689,20191203,
2016,Montana,MT,Ravalli,30081,President,Donald Trump,republican,14810,22556,20191203,
2016,Montana,MT,Richland,30083,President,Donald Trump,republican,3908,4871,20191203,
2016,Montana,MT,Roosevelt,30085,President,Donald Trump,republican,1797,3652,20191203,
2016,Montana,MT,Rosebud,30087,President,Donald Trump,republican,2253,3453,20191203,
2016,Montana,MT,Sanders,30089,President,Donald Trump,republican,4286,5953,20191203,
2016,Montana,MT,Sheridan,30091,President,Donald Trump,republican,1241,1835,20191203,
2016,Montana,MT,Silver Bow,30093,President,Hillary Clinton,democrat,8619,16452,20191203,
2016,Montana,MT,Stillwater,30095,President,Donald Trump,republican,3661,4873,20191203,
2016,Montana,MT,Sweet Grass,30097,President,Donald Trump,republican,1595,2107,20191203,
2016,Montana,MT,Teton,30099,President,Donald Trump,republican,2170,3188,20191203,
2016,Montana,MT,Toole,30101,President,Donald Trump,republican,1497,2037,20191203,
2016,Montana,MT,Treasure,30103,President,Donald Trump,republican,351,443,20191203,
2016,Montana,MT,Valley,30105,President,Donald Trump,republican,2698,3894,20191203,
2016,Montana,MT,Wheatland,30107,President,Donald Trump,republican,702,946,20191203,
2016,Montana,MT,Wibaux,30109,President,Donald Trump,republican,463,541,20191203,
2016,Montana,MT,Yellowstone,30111,President,Donald Trump,republican,40920,69108,20191203,
2016,Nebraska,NE,Adams,31001,President,Donald Trump,republican,9287,13513,20191203,
2016,Nebraska,NE,Antelope,31003,President,Donald Trump,republican,2732,3281,20191203,
2016,Nebraska,NE,Arthur,31005,President,Donald Trump,republican,244,273,20191203,
2016,Nebraska,NE,Banner,31007,President,Donald Trump,republican,357,402,20191203,
2016,Nebraska,NE,Blaine,31009,President,Donald Trump,republican,276,317,20191203,
2016,Nebraska,NE,Boone,31011,President,Donald Trump,republican,2299,2905,20191203,
2016,Nebraska,NE,Box Butte,31013,President,Donald Trump,republican,3617,4924,20191203,
2016,Nebraska,NE,Boyd,31015,President,Donald Trump,republican,983,1156,20191203,
2016,Nebraska,NE,Brown,31017,President,Donald Trump,republican,1385,1597,20191203,
2016,Nebraska,NE,Buffalo,31019,President,Donald Trump,republican,14569,21129,20191203,
2016,Nebraska,NE,Burt,31021,President,Donald Trump,republican,2367,3558,20191203,
2016,Nebraska,NE,Butler,31023,President,Donald Trump,republican,3079,3981,20191203,
2016,Nebraska,NE,Cass,31025,President,Donald Trump,republican,8452,12933,20191203,
2016,Nebraska,NE,Cedar,31027,President,Donald Trump,republican,3532,4420,20191203,
2016,Nebraska,NE,Chase,31029,President,Donald Trump,republican,1648,1898,20191203,
2016,Nebraska,NE,Cherry,31031,President,Donald Trump,republican,2623,3118,20191203,
2016,Nebraska,NE,Cheyenne,31033,President,Donald Trump,republican,3665,4711,20191203,
2016,Nebraska,NE,Clay,31035,President,Donald Trump,republican,2422,3065,20191203,
2016,Nebraska,NE,Colfax,31037,President,Donald Trump,republican,2171,3214,20191203,
2016,Nebraska,NE,Cuming,31039,President,Donald Trump,republican,3122,4074,20191203,
2016,Nebraska,NE,Custer,31041,President,Donald Trump,republican,4695,5652,20191203,
2016,Nebraska,NE,Dakota,31043,President,Donald Trump,republican,3616,6279,20191203,
2016,Nebraska,NE,Dawes,31045,President,Donald Trump,republican,2632,3676,20191203,
2016,Nebraska,NE,Dawson,31047,President,Donald Trump,republican,5984,8635,20191203,
2016,Nebraska,NE,Deuel,31049,President,Donald Trump,republican,809,984,20191203,
2016,Nebraska,NE,Dixon,31051,President,Donald Trump,republican,2041,2782,20191203,
2016,Nebraska,NE,Dodge,31053,President,Donald Trump,republican,9933,15529,20191203,
2016,Nebraska,NE,Douglas,31055,President,Hillary Clinton,democrat,113798,240433,20191203,
2016,Nebraska,NE,Dundy,31057,President,Donald Trump,republican,823,953,20191203,
2016,Nebraska,NE,Fillmore,31059,President,Donald Trump,republican,2130,2941,20191203,
2016,Nebraska,NE,Franklin,31061,President,Donald Trump,republican,1347,1673,20191203,
2016,Nebraska,NE,Frontier,31063,President,Donald Trump,republican,1110,1328,20191203,
2016,Nebraska,NE,Furnas,31065,President,Donald Trump,republican,1921,2340,20191203,
2016,Nebraska,NE,Gage,31067,President,Donald Trump,republican,6380,10048,20191203,
2016,Nebraska,NE,Garden,31069,President,Donald Trump,republican,869,1075,20191203,
2016,Nebraska,NE,Garfield,31071,President,Donald Trump,republican,821,980,20191203,
2016,Nebraska,NE,Gosper,31073,President,Donald Trump,republican,794,1010,20191203,
2016,Nebraska,NE,Grant,31075,President,Donald Trump,republican,367,405,20191203,
2016,Nebraska,NE,Greeley,31077,President,Donald Trump,republican,912,1175,20191203,
2016,Nebraska,NE,Hall,31079,President,Donald Trump,republican,14408,22060,20191203,
2016,Nebraska,NE,Hamilton,31081,President,Donald Trump,republican,3783,5004,20191203,
2016,Nebraska,NE,Harlan,31083,President,Donald Trump,republican,1496,1832,20191203,
2016,Nebraska,NE,Hayes,31085,President,Donald Trump,republican,472,514,20191203,
2016,Nebraska,NE,Hitchcock,31087,President,Donald Trump,republican,1232,1468,20191203,
2016,Nebraska,NE,Holt,31089,President,Donald Trump,republican,4354,5118,20191203,
2016,Nebraska,NE,Hooker,31091,President,Donald Trump,republican,355,417,20191203,
2016,Nebraska,NE,Howard,31093,President,Donald Trump,republican,2284,2994,20191203,
2016,Nebraska,NE,Jefferson,31095,President,Donald Trump,republican,2399,3494,20191203,
2016,Nebraska,NE,Johnson,31097,President,Donald Trump,republican,1355,2089,20191203,
2016,Nebraska,NE,Kearney,31099,President,Donald Trump,republican,2531,3296,20191203,
2016,Nebraska,NE,Keith,31101,President,Donald Trump,republican,3235,4034,20191203,
2016,Nebraska,NE,Keya Paha,31103,President,Donald Trump,republican,460,479,20191203,
2016,Nebraska,NE,Kimball,31105,President,Donald Trump,republican,1330,1677,20191203,
2016,Nebraska,NE,Knox,31107,President,Donald Trump,republican,3188,4115,20191203,
2016,Nebraska,NE,Lancaster,31109,President,Hillary Clinton,democrat,61898,136223,20191203,
2016,Nebraska,NE,Lincoln,31111,President,Donald Trump,republican,12164,16131,20191203,
2016,Nebraska,NE,Logan,31113,President,Donald Trump,republican,400,453,20191203,
2016,Nebraska,NE,Loup,31115,President,Donald Trump,republican,323,385,20191203,
2016,Nebraska,NE,Madison,31119,President,Donald Trump,republican,10628,14343,20191203,
2016,Nebraska,NE,McPherson,31117,President,Donald Trump,republican,257,287,20191203,
2016,Nebraska,NE,Merrick,31121,President,Donald Trump,republican,2926,3788,20191203,
2016,Nebraska,NE,Morrill,31123,President,Donald Trump,republican,1802,2209,20191203,
2016,Nebraska,NE,Nance,31125,President,Donald Trump,republican,1261,1621,20191203,
2016,Nebraska,NE,Nemaha,31127,President,Donald Trump,republican,2116,3161,20191203,
2016,Nebraska,NE,Nuckolls,31129,President,Donald Trump,republican,1726,2205,20191203,
2016,Nebraska,NE,Otoe,31131,President,Donald Trump,republican,4860,7457,20191203,
2016,Nebraska,NE,Pawnee,31133,President,Donald Trump,republican,974,1327,20191203,
2016,Nebraska,NE,Perkins,31135,President,Donald Trump,republican,1217,1455,20191203,
2016,Nebraska,NE,Phelps,31137,President,Donald Trump,republican,3849,4695,20191203,
2016,Nebraska,NE,Pierce,31139,President,Donald Trump,republican,3052,3630,20191203,
2016,Nebraska,NE,Platte,31141,President,Donald Trump,republican,10965,14433,20191203,
2016,Nebraska,NE,Polk,31143,President,Donald Trump,republican,2028,2582,20191203,
2016,Nebraska,NE,Red Willow,31145,President,Donald Trump,republican,4258,5170,20191203,
2016,Nebraska,NE,Richardson,31147,President,Donald Trump,republican,2769,3805,20191203,
2016,Nebraska,NE,Rock,31149,President,Donald Trump,republican,687,798,20191203,
2016,Nebraska,NE,Saline,31151,President,Donald Trump,republican,3004,5136,20191203,
2016,Nebraska,NE,Sarpy,31153,President,Donald Trump,republican,45143,80580,20191203,
2016,Nebraska,NE,Saunders,31155,President,Donald Trump,republican,7555,10860,20191203,
2016,Nebraska,NE,Scotts Bluff,31157,President,Donald Trump,republican,10076,14317,20191203,
2016,Nebraska,NE,Seward,31159,President,Donald Trump,republican,5454,7922,20191203,
2016,Nebraska,NE,Sheridan,31161,President,Donald Trump,republican,2211,2608,20191203,
2016,Nebraska,NE,Sherman,31163,President,Donald Trump,republican,1150,1573,20191203,
2016,Nebraska,NE,Sioux,31165,President,Donald Trump,republican,616,736,20191203,
2016,Nebraska,NE,Stanton,31167,President,Donald Trump,republican,2187,2801,20191203,
2016,Nebraska,NE,Thayer,31169,President,Donald Trump,republican,2051,2690,20191203,
2016,Nebraska,NE,Thomas,31171,President,Donald Trump,republican,344,393,20191203,
2016,Nebraska,NE,Thurston,31173,President,Donald Trump,republican,1043,2088,20191203,
2016,Nebraska,NE,Valley,31175,President,Donald Trump,republican,1780,2205,20191203,
2016,Nebraska,NE,Washington,31177,President,Donald Trump,republican,7424,10832,20191203,
2016,Nebraska,NE,Wayne,31179,President,Donald Trump,republican,2693,3776,20191203,
2016,Nebraska,NE,Webster,31181,President,Donald Trump,republican,1330,1708,20191203,
2016,Nebraska,NE,Wheeler,31183,President,Donald Trump,republican,377,465,20191203,
2016,Nebraska,NE,York,31185,President,Donald Trump,republican,4700,6381,20191203,
2016,Nevada,NV,Carson City,32510,President,Donald Trump,republican,13125,25016,20191203,
2016,Nevada,NV,Churchill,32001,President,Donald Trump,republican,7830,10938,20191203,
2016,Nevada,NV,Clark,32003,President,Hillary Clinton,democrat,402227,767156,20191203,
2016,Nevada,NV,Douglas,32005,President,Donald Trump,republican,17415,27885,20191203,
2016,Nevada,NV,Elko,32007,President,Donald Trump,republican,13551,18559,20191203,
2016,Nevada,NV,Esmeralda,32009,President,Donald Trump,republican,329,423,20191203,
2016,Nevada,NV,Eureka,32011,President,Donald Trump,republican,723,854,20191203,
2016,Nevada,NV,Humboldt,32013,President,Donald Trump,republican,4521,6433,20191203,
2016,Nevada,NV,Lander,32015,President,Donald Trump,republican,1828,2413,20191203,
2016,Nevada,NV,Lincoln,32017,President,Donald Trump,republican,1671,2132,20191203,
2016,Nevada,NV,Lyon,32019,President,Donald Trump,republican,16005,23762,20191203,
2016,Nevada,NV,Mineral,32021,President,Donald Trump,republican,1179,1997,20191203,
2016,Nevada,NV,Nye,32023,President,Donald Trump,republican,13324,19595,20191203,
2016,Nevada,NV,Pershing,32027,President,Donald Trump,republican,1403,1982,20191203,
2016,Nevada,NV,Storey,32029,President,Donald Trump,republican,1616,2558,20191203,
2016,Nevada,NV,Washoe,32031,President,Hillary Clinton,democrat,97379,209909,20191203,
2016,Nevada,NV,White Pine,32033,President,Donald Trump,republican,2723,3773,20191203,
2016,New Hampshire,NH,Belknap,33001,President,Donald Trump,republican,19315,35045,20191203,
2016,New Hampshire,NH,Carroll,33003,President,Donald Trump,republican,14635,29616,20191203,
2016,New Hampshire,NH,Cheshire,33005,President,Hillary Clinton,democrat,22064,41895,20191203,
2016,New Hampshire,NH,Coos,33007,President,Donald Trump,republican,7952,15627,20191203,
2016,New Hampshire,NH,Grafton,33009,President,Hillary Clinton,democrat,28510,51191,20191203,
2016,New Hampshire,NH,Hillsborough,33011,President,Donald Trump,republican,100013,214157,20191203,
2016,New Hampshire,NH,Merrimack,33013,President,Hillary Clinton,democrat,40198,83648,20191203,
2016,New Hampshire,NH,Rockingham,33015,President,Donald Trump,republican,90447,181434,20191203,
2016,New Hampshire,NH,Strafford,33017,President,Hillary Clinton,democrat,34894,69000,20191203,
2016,New Hampshire,NH,Sullivan,33019,President,Donald Trump,republican,10796,22683,20191203,
2016,New Jersey,NJ,Atlantic,34001,President,Hillary Clinton,democrat,60924,117291,20191203,
2016,New Jersey,NJ,Bergen,34003,President,Hillary Clinton,democrat,231211,419296,20191203,
2016,New Jersey,NJ,Burlington,34005,President,Hillary Clinton,democrat,121725,218943,20191203,
2016,New Jersey,NJ,Camden,34007,President,Hillary Clinton,democrat,146717,226592,20191203,
2016,New Jersey,NJ,Cape May,34009,President,Donald Trump,republican,28446,48722,20191203,
2016,New Jersey,NJ,Cumberland,34011,President,Hillary Clinton,democrat,27771,54004,20191203,
2016,New Jersey,NJ,Essex,34013,President,Hillary Clinton,democrat,240837,310934,20191203,
2016,New Jersey,NJ,Gloucester,34015,President,Donald Trump,republican,67544,139542,20191203,
2016,New Jersey,NJ,Hudson,34017,President,Hillary Clinton,democrat,163917,219375,20191203,
2016,New Jersey,NJ,Hunterdon,34019,President,Donald Trump,republican,38712,70836,20191203,
2016,New Jersey,NJ,Mercer,34021,President,Hillary Clinton,democrat,104775,156529,20191203,
2016,New Jersey,NJ,Middlesex,34023,President,Hillary Clinton,democrat,193044,326102,20191203,
2016,New Jersey,NJ,Monmouth,34025,President,Donald Trump,republican,166723,314377,20191203,
2016,New Jersey,NJ,Morris,34027,President,Donald Trump,republican,126071,250416,20191203,
2016,New Jersey,NJ,Ocean,34029,President,Donald Trump,republican,179079,274362,20191203,
2016,New Jersey,NJ,Passaic,34031,President,Hillary Clinton,democrat,116759,194802,20191203,
2016,New Jersey,NJ,Salem,34033,President,Donald Trump,republican,16381,29494,20191203,
2016,New Jersey,NJ,Somerset,34035,President,Hillary Clinton,democrat,85689,157092,20191203,
2016,New Jersey,NJ,Sussex,34037,President,Donald Trump,republican,46658,74126,20191203,
2016,New Jersey,NJ,Union,34039,President,Hillary Clinton,democrat,147414,221975,20191203,
2016,New Jersey,NJ,Warren,34041,President,Donald Trump,republican,29858,49236,20191203,
2016,New Mexico,NM,Bernalillo,35001,President,Hillary Clinton,democrat,143417,274662,20191203,
2016,New Mexico,NM,Catron,35003,President,Donald Trump,republican,1464,2049,20191203,
2016,New Mexico,NM,Chaves,35005,President,Donald Trump,republican,12872,20271,20191203,
2016,New Mexico,NM,Cibola,35006,President,Hillary Clinton,democrat,3741,8063,20191203,
2016,New Mexico,NM,Colfax,35007,President,Donald Trump,republican,2585,5332,20191203,
2016,New Mexico,NM,Curry,35009,President,Donald Trump,republican,9035,13370,20191203,
2016,New Mexico,NM,De Baca,35011,President,Donald Trump,republican,620,910,20191203,
2016,New Mexico,NM,Dona Ana,35013,President,Hillary Clinton,democrat,37947,70648,20191203,
2016,New Mexico,NM,Eddy,35015,President,Donald Trump,republican,13147,19667,20191203,
2016,New Mexico,NM,Grant,35017,President,Hillary Clinton,democrat,6276,12811,20191203,
2016,New Mexico,NM,Guadalupe,35019,President,Hillary Clinton,democrat,970,1827,20191203,
2016,New Mexico,NM,Harding,35021,President,Donald Trump,republican,311,527,20191203,
2016,New Mexico,NM,Hidalgo,35023,President,Donald Trump,republican,910,1872,20191203,
2016,New Mexico,NM,Lea,35025,President,Donald Trump,republican,12495,17712,20191203,
2016,New Mexico,NM,Lincoln,35027,President,Donald Trump,republican,5896,8902,20191203,
2016,New Mexico,NM,Los Alamos,35028,President,Hillary Clinton,democrat,5562,10885,20191203,
2016,New Mexico,NM,Luna,35029,President,Donald Trump,republican,3478,7295,20191203,
2016,New Mexico,NM,McKinley,35031,President,Hillary Clinton,democrat,13576,21703,20191203,
2016,New Mexico,NM,Mora,35033,President,Hillary Clinton,democrat,1536,2441,20191203,
2016,New Mexico,NM,Otero,35035,President,Donald Trump,republican,11887,20060,20191203,
2016,New Mexico,NM,Quay,35037,President,Donald Trump,republican,2212,3572,20191203,
2016,New Mexico,NM,Rio Arriba,35039,President,Hillary Clinton,democrat,9592,14878,20191203,
2016,New Mexico,NM,Roosevelt,35041,President,Donald Trump,republican,3884,5950,20191203,
2016,New Mexico,NM,San Juan,35045,President,Donald Trump,republican,27946,46110,20191203,
2016,New Mexico,NM,San Miguel,35047,President,Hillary Clinton,democrat,7285,10751,20191203,
2016,New Mexico,NM,Sandoval,35043,President,Hillary Clinton,democrat,27707,61690,20191203,
2016,New Mexico,NM,Santa Fe,35049,President,Hillary Clinton,democrat,50793,71434,20191203,
2016,New Mexico,NM,Sierra,35051,President,Donald Trump,republican,3010,5181,20191203,
2016,New Mexico,NM,Socorro,35053,President,Hillary Clinton,democrat,3313,6868,20191203,
2016,New Mexico,NM,Taos,35055,President,Hillary Clinton,democrat,10668,15260,20191203,
2016,New Mexico,NM,Torrance,35057,President,Donald Trump,republican,3714,6324,20191203,
2016,New Mexico,NM,Union,35059,President,Donald Trump,republican,1216,1702,20191203,
2016,New Mexico,NM,Valencia,35061,President,Donald Trump,republican,13215,27592,20191203,
2016,New York,NY,Albany,36001,President,Hillary Clinton,democrat,83077,139830,20191203,
2016,New York,NY,Allegany,36003,President,Donald Trump,republican,12525,18692,20191203,
2016,New York,NY,Bronx,36005,President,Hillary Clinton,democrat,353646,399522,20191203,
2016,New York,NY,Broome,36007,President,Donald Trump,republican,40943,86072,20191203,
2016,New York,NY,Cattaraugus,36009,President,Donald Trump,republican,19692,31161,20191203,
2016,New York,NY,Cayuga,36011,President,Donald Trump,republican,17384,33172,20191203,
2016,New York,NY,Chautauqua,36013,President,Donald Trump,republican,31594,54234,20191203,
2016,New York,NY,Chemung,36015,President,Donald Trump,republican,20097,36119,20191203,
2016,New York,NY,Chenango,36017,President,Donald Trump,republican,11921,20160,20191203,
2016,New York,NY,Clinton,36019,President,Hillary Clinton,democrat,15059,32105,20191203,
2016,New York,NY,Columbia,36021,President,Hillary Clinton,democrat,15284,30902,20191203,
2016,New York,NY,Cortland,36023,President,Donald Trump,republican,9900,20244,20191203,
2016,New York,NY,Delaware,36025,President,Donald Trump,republican,11942,19792,20191203,
2016,New York,NY,Dutchess,36027,President,Hillary Clinton,democrat,62261,130934,20191203,
2016,New York,NY,Erie,36029,President,Hillary Clinton,democrat,215456,423625,20191203,
2016,New York,NY,Essex,36031,President,Donald Trump,republican,7958,17218,20191203,
2016,New York,NY,Franklin,36033,President,Donald Trump,republican,8221,16952,20191203,
2016,New York,NY,Fulton,36035,President,Donald Trump,republican,13462,21214,20191203,
2016,New York,NY,Genesee,36037,President,Donald Trump,republican,16915,26432,20191203,
2016,New York,NY,Greene,36039,President,Donald Trump,republican,13073,22050,20191203,
2016,New York,NY,Hamilton,36041,President,Donald Trump,republican,2064,3225,20191203,
2016,New York,NY,Herkimer,36043,President,Donald Trump,republican,16699,26255,20191203,
2016,New York,NY,Jefferson,36045,President,Donald Trump,republican,21763,38236,20191203,
2016,New York,NY,Kings,36047,President,Hillary Clinton,democrat,640553,805605,20191203,
2016,New York,NY,Lewis,36049,President,Donald Trump,republican,7400,11325,20191203,
2016,New York,NY,Livingston,36051,President,Donald Trump,republican,17290,30031,20191203,
2016,New York,NY,Madison,36053,President,Donald Trump,republican,15936,30064,20191203,
2016,New York,NY,Monroe,36055,President,Hillary Clinton,democrat,188592,347790,20191203,
2016,New York,NY,Montgomery,36057,President,Donald Trump,republican,11301,19054,20191203,
2016,New York,NY,Nassau,36059,President,Hillary Clinton,democrat,326088,636967,20191203,
2016,New York,NY,New York,36061,President,Hillary Clinton,democrat,579013,668939,20191203,
2016,New York,NY,Niagara,36063,President,Donald Trump,republican,51961,92402,20191203,
2016,New York,NY,Oneida,36065,President,Donald Trump,republican,51437,91009,20191203,
2016,New York,NY,Onondaga,36067,President,Hillary Clinton,democrat,112337,208440,20191203,
2016,New York,NY,Ontario,36069,President,Donald Trump,republican,26029,52258,20191203,
2016,New York,NY,Orange,36071,President,Donald Trump,republican,76645,152021,20191203,
2016,New York,NY,Orleans,36073,President,Donald Trump,republican,10936,16380,20191203,
2016,New York,NY,Oswego,36075,President,Donald Trump,republican,27688,48180,20191203,
2016,New York,NY,Otsego,36077,President,Donald Trump,republican,13308,25668,20191203,
2016,New York,NY,Putnam,36079,President,Donald Trump,republican,27024,48563,20191203,
2016,New York,NY,Queens,36081,President,Hillary Clinton,democrat,517220,686393,20191203,
2016,New York,NY,Rensselaer,36083,President,Donald Trump,republican,33726,71562,20191203,
2016,New York,NY,Richmond,36085,President,Donald Trump,republican,101437,180960,20191203,
2016,New York,NY,Rockland,36087,President,Hillary Clinton,democrat,69342,135087,20191203,
2016,New York,NY,Saratoga,36091,President,Donald Trump,republican,54575,114094,20191203,
2016,New York,NY,Schenectady,36093,President,Hillary Clinton,democrat,33747,67280,20191203,
2016,New York,NY,Schoharie,36095,President,Donald Trump,republican,8831,14050,20191203,
2016,New York,NY,Schuyler,36097,President,Donald Trump,republican,5050,8772,20191203,
2016,New York,NY,Seneca,36099,President,Donald Trump,republican,7236,13980,20191203,
2016,New York,NY,St. Lawrence,36089,President,Donald Trump,republican,19942,39158,20191203,
2016,New York,NY,Steuben,36101,President,Donald Trump,republican,26831,42002,20191203,
2016,New York,NY,Suffolk,36103,President,Donald Trump,republican,350570,681254,20191203,
2016,New York,NY,Sullivan,36105,President,Donald Trump,republican,15931,29955,20191203,
2016,New York,NY,Tioga,36107,President,Donald Trump,republican,13260,22299,20191203,
2016,New York,NY,Tompkins,36109,President,Hillary Clinton,democrat,28890,42678,20191203,
2016,New York,NY,Ulster,36111,President,Hillary Clinton,democrat,42101,81355,20191203,
2016,New York,NY,Warren,36113,President,Donald Trump,republican,15751,31408,20191203,
2016,New York,NY,Washington,36115,President,Donald Trump,republican,13610,24528,20191203,
2016,New York,NY,Wayne,36117,President,Donald Trump,republican,23380,39687,20191203,
2016,New York,NY,Westchester,36119,President,Hillary Clinton,democrat,272926,420655,20191203,
2016,New York,NY,Wyoming,36121,President,Donald Trump,republican,12442,17298,20191203,
2016,New York,NY,Yates,36123,President,Donald Trump,republican,5660,10066,20191203,
2016,North Carolina,NC,Alamance,37001,President,Donald Trump,republican,38815,71157,20191203,
2016,North Carolina,NC,Alexander,37003,President,Donald Trump,republican,13893,18271,20191203,
